Employee_ID,Manager_ID,Department,Job_Title,Performance_Rating,Hire_Date,Onboarding_Date,First_Project_Start_Date,Future Date,Bonus,Training_Program,Mentor_ID,Professional_Development_Hours,Number_Of_Promotions,Highest_Education_Level,Certifications,Annual_Salary_Increase_Percentage,Performance_Bonus_Percentage,Work_Hours_Per_Week,Telecommuting_Days_Per_Week,Overtime_Hours_Per_Week,Number_Of_Team_Building_Activities,Conflict_Resolution_Cases,Customer_Complaints_Handled,Leadership_Qualities_Rating,Technical_Skills_Rating,Communication_Skills_Rating,Problem_Solving_Skills_Rating,Teamwork_Skills_Rating,Initiative_Rating,Adaptability_Rating,Creativity_Rating,Strategic_Thinking_Rating,Employee_Engagement_Score,Innovation_Projects_Involvement,Feedback_From_Colleagues,Feedback_From_Supervisors,Employee_Resignation_Status,Supplier_Contact,Work_Quality_Improvement_Plan,Career_Goals_Set,Career_Goals_Achievement_Status,Hiring_Source,Time_to_Hire,Hiring_Manager_Satisfaction,Recruitment_Cost,Offer_Acceptance_Date,Project_ID,Project_Type,Project_Size,Project_Complexity,Project_Role,Project_Outcome,Peer_Reviews,Customer_Feedback,Innovation_Contributions,Leadership_Potential,Development_Plan_Completion,Internship_Duration,Internship_Completion_Status,Internship_Supervisor_ID,Internship_Project_Assigned,Internship_Evaluation_Score,Internship_Conversion_Status,Internship_Learning_Outcomes,Mentor_Experience_Level,Mentor_Rating,Mentor_Availability_Hours_Per_Week,Mentor_Training_Provided,Internship_Goals_Set,Internship_Goals_Achievement_Status,Employee_Training_Cost,Employee_Award_Recognition,Employee_Health_Insurance_Coverage,Employee_Travel_Allowance,Employee_Stock_Options,Employee_Compensation_Benefits,Employee_Savings_Plans,Employee_Training_Certification_Status,Employee_Training_Evaluation_Score,Employee_Training_Cost_Budget,Employee_Training_Participation_Rate,Employee_Professional_Associations,Employee_Mentorship_Program_Participation,Employee_Volunteer_Activities,Employee_Work_Life_Balance_Rating,Employee_Retirement_Benefits,Employee_Annual_Salary_Adjustment,Employee_Job_Satisfaction_Score,Employee_Leadership_Training,Employee_Team_Leadership_Experience,Employee_Conflict_Resolution_Skills,Employee_Organizational_Culture_Fit,Employee_Innovative_Skills,Employee_Problem_Solving_Capabilities,Employee_Technical_Training_Programs,Employee_Development_Opportunities,Employee_Career_Progression_Plan,Employee_Professional_Growth_Potential,Employee_Performance_Improvement_Plan,Employee_Recognition_Programs_Participation,Employee_Job_Rotation_Experience,Employee_Team_Collaboration_Effectiveness,Employee_Stakeholder_Management_Skills,Employee_Personal_Development_Plans,,,,
2024/Sales/2297,2024/Sales/2021,HR,Developer,7,2020-10-11,2021-03-10,2021-05-24,79789,4913,Basic,2024/HR/0041,55,1,Bachelor,Google Cloud,8,1,42,3,10,1,2,2,5,12,7,7,8,7,9,14,8,90,No,11,9,No,Phone,No,Long-term,Not Started,Internal,18,2,5003,2020-10-11,Project-65,Research,Large,Complex,Analyst,Successful,6,11,High,High,Partial,5,Incomplete,2024/Sales/0247,Project A,10,Converted,Learning Outcome A,Mid-Senior,9,10,No,Yes,Achieved,903,None,Basic,1537,Stock Options,5125,2954,Not Certified,84,1045,77,Active,Active,No,7,Standard,4,9,Leadership Training,9,8,8,9,8,8,6,9,5,4,No,10,10,10,Active,,,,
2024/HR/2298,2024/Sales/0162,HR,Developer,11,2022-11-18,2023-04-13,2023-05-30,80201,5103,None,2024/Marketing/0782,55,1,Master,Google Cloud,2,2,35,3,6,1,1,3,7,9,7,6,8,10,10,10,8,89,No,2,6,Yes,Email,No,Short-term,Achieved,Agency,25,6,4905,2022-11-18,Project-91,Research,Large,Simple,Manager,In Progress,5,4,Low,Low,Complete,6,Incomplete,2024/IT/0136,Project A,8,Not Converted,Learning Outcome A,Associate,13,7,No,Yes,Not Started,1013,Award,Basic,1510,Stock Options,4979,2962,In Progress,63,981,88,Active,Active,No,13,Standard,8,9,None,4,7,9,8,2,11,3,2,10,11,No,11,8,11,Active,,,,
2024/Marketing/2299,2024/HR/0392,Finance,Manager,11,2020-07-18,2020-11-15,2021-01-06,80208,5003,Advanced,2024/HR/0295,40,2,Bachelor,AWS,6,4,35,2,6,4,3,4,7,12,8,9,10,4,11,6,10,87,Yes,10,7,Yes,Fax,No,Long-term,In Progress,Agency,26,3,5113,2020-07-18,Project-7,Consulting,Small,Complex,Developer,In Progress,15,6,Medium,High,Complete,1,Incomplete,2024/HR/0010,Project C,6,Not Converted,Learning Outcome C,Mid-Senior,5,1,No,No,Achieved,1030,None,Premium,1531,None,5055,2958,Not Certified,73,962,70,Inactive,Inactive,Yes,10,Standard,4,9,None,7,5,12,6,12,8,8,4,12,10,No,6,6,9,Active,,,,
2024/HR/2300,2024/Sales/0696,Finance,Developer,8,2022-11-23,2023-03-04,2023-05-11,80391,4931,None,2024/Finance/1727,42,0,Bachelor,PMP,5,0,42,4,9,0,1,4,8,5,16,4,10,5,12,7,5,73,Yes,7,5,No,Email,Yes,Long-term,In Progress,Agency,34,5,5050,2022-11-23,Project-56,Development,Large,Simple,Manager,Successful,4,4,High,High,Not Started,3,Incomplete,2024/Finance/1048,Project A,7,Converted,Learning Outcome A,Associate,13,3,No,Yes,Not Started,1009,Recognition,Basic,1532,Stock Options,5004,2988,In Progress,86,998,70,Active,Active,No,10,Standard,6,4,None,10,4,7,11,9,11,6,6,8,8,No,8,7,8,Inactive,,,,
2024/IT/2301,2024/Sales/2169,IT,Analyst,12,2019-07-20,2019-11-02,2020-01-10,80114,4968,Advanced,2024/HR/0751,48,1,Master,Google Cloud,4,5,39,4,6,6,5,5,7,10,15,9,5,4,5,13,4,102,Yes,6,11,No,Fax,No,Short-term,Not Started,Job Board,38,1,5007,2019-07-20,Project-33,Research,Large,Complex,Developer,Successful,3,7,Medium,Low,Partial,1,Completed,2024/HR/1937,Project B,6,Converted,Learning Outcome A,Senior,7,2,Yes,Yes,Achieved,980,Award,Basic,1527,Stock Options,5028,3113,Not Certified,79,1031,70,Active,Active,No,5,Basic,6,9,Leadership Training,11,8,11,9,6,9,6,8,5,10,No,3,14,9,Active,,,,
2024/Marketing/2302,2024/Sales/0854,HR,Analyst,9,2019-12-25,2020-03-23,2020-06-06,80240,4961,Advanced,2024/HR/1843,53,1,PhD,None,9,0,39,1,8,10,4,1,6,5,11,9,8,4,6,16,7,74,Yes,5,9,Yes,Phone,No,Long-term,In Progress,Internal,32,2,5004,2019-12-25,Project-65,Research,Large,Simple,Manager,Successful,6,6,High,High,Partial,5,Completed,2024/IT/0757,Project C,10,Converted,Learning Outcome A,Mid-Senior,4,9,Yes,Yes,Achieved,1009,None,Premium,1624,Stock Options,5048,3091,Certified,95,1003,82,Inactive,Active,No,11,Premium,5,7,Leadership Training,10,10,4,5,5,8,7,10,6,7,No,13,10,4,Inactive,,,,
2024/Finance/2303,2024/Marketing/0569,HR,Developer,10,2020-05-09,2020-10-05,2021-01-03,80064,4888,None,2024/Sales/0635,50,0,Bachelor,AWS,3,4,42,2,7,7,0,5,5,9,7,8,14,7,4,5,14,90,No,6,10,Yes,Phone,No,Medium-term,Achieved,Referral,34,6,5005,2020-05-09,Project-50,Research,Medium,Simple,Developer,Successful,14,10,High,Low,Not Started,2,Incomplete,2024/Finance/0597,Project C,9,Not Converted,Learning Outcome A,Senior,10,9,Yes,Yes,Not Started,985,Award,Basic,1468,None,5169,2848,Not Certified,80,1038,87,Active,Inactive,No,5,Standard,6,11,Leadership Training,7,15,6,13,6,8,6,9,7,8,No,8,8,3,Active,,,,
2024/Finance/2304,2024/Marketing/1513,IT,Manager,13,2022-05-23,2022-07-09,2022-09-16,80090,4995,None,2024/IT/0346,44,2,Bachelor,Google Cloud,5,1,45,2,6,7,5,1,8,6,9,9,17,8,7,8,8,83,No,9,8,Yes,Fax,No,Short-term,Not Started,Internal,22,6,5006,2022-05-23,Project-83,Development,Small,Complex,Analyst,In Progress,9,9,Medium,Medium,Complete,5,Completed,2024/IT/1169,Project B,1,Not Converted,Learning Outcome C,Senior,8,8,Yes,Yes,In Progress,1072,Award,Basic,1453,None,5070,2982,In Progress,77,1014,72,Inactive,Inactive,No,6,Premium,8,9,Leadership Training,4,10,10,10,13,8,11,10,3,7,Yes,4,13,9,Inactive,,,,
2024/IT/2305,2024/Sales/1850,Marketing,Manager,10,2024-06-15,2024-06-26,2024-08-27,79656,5100,None,2024/IT/0285,49,0,Bachelor,PMP,3,5,43,5,10,1,0,3,9,5,6,9,7,9,9,6,8,73,Yes,6,4,No,Phone,No,Long-term,In Progress,Agency,30,5,5119,2024-06-15,Project-33,Consulting,Small,Moderate,Manager,In Progress,2,7,High,High,Not Started,5,Completed,2024/HR/0121,Project A,5,Not Converted,Learning Outcome A,Mid-Senior,13,7,Yes,No,In Progress,1055,Award,Premium,1488,None,4993,2971,Not Certified,71,989,81,Inactive,Active,No,9,Basic,1,6,Leadership Training,10,8,7,4,9,4,15,11,8,14,No,10,3,10,Inactive,,,,
2024/Marketing/2306,2024/HR/0330,Marketing,Consultant,11,2022-09-14,2022-11-17,2023-02-14,79863,5087,Advanced,2024/IT/0285,51,0,PhD,AWS,4,2,45,4,5,9,5,5,10,9,14,7,9,10,9,9,9,81,No,9,6,Yes,Fax,No,Short-term,Achieved,Agency,28,2,4925,2022-09-14,Project-43,Development,Small,Complex,Manager,Successful,7,7,Low,High,Partial,3,Incomplete,2024/IT/2056,Project C,4,Converted,Learning Outcome A,Junior,8,2,No,Yes,Achieved,987,Recognition,Basic,1557,None,4992,2986,Not Certified,79,1003,52,Active,Active,No,5,Standard,4,11,Leadership Training,7,3,10,8,10,9,8,12,6,8,No,7,7,6,Inactive,,,,
2024/Finance/2307,2024/IT/0387,HR,Analyst,8,2021-05-26,2021-09-11,2021-11-10,79597,4985,Basic,2024/HR/0400,58,0,Master,PMP,6,4,44,1,6,1,5,2,6,4,8,16,7,8,8,9,15,67,Yes,13,10,Yes,Phone,No,Medium-term,Not Started,Agency,33,4,5019,2021-05-26,Project-85,Research,Medium,Moderate,Analyst,Successful,9,10,High,High,Complete,6,Completed,2024/Sales/0563,Project C,6,Converted,Learning Outcome A,Mid-Senior,6,9,Yes,Yes,In Progress,967,Recognition,Standard,1511,Stock Options,5078,3017,Not Certified,86,1052,64,Inactive,Active,No,6,Standard,6,9,None,10,5,7,12,7,9,5,11,9,8,Yes,4,6,8,Active,,,,
2024/HR/2308,2024/Finance/0955,Sales,Consultant,13,2024-04-09,2024-05-20,2024-07-22,79998,4990,Advanced,2024/Finance/1134,40,0,PhD,Google Cloud,4,2,44,5,5,3,2,5,3,5,9,6,7,7,11,12,14,75,Yes,8,7,Yes,Direct Visit,Yes,Long-term,In Progress,Referral,41,6,4996,2024-04-09,Project-81,Consulting,Large,Simple,Analyst,Failed,2,7,High,Medium,Not Started,2,Completed,2024/Sales/2089,Project C,4,Not Converted,Learning Outcome B,Mid-Senior,10,1,Yes,No,In Progress,1001,Award,Standard,1513,None,5118,3032,In Progress,73,1025,70,Active,Inactive,No,10,Basic,10,9,None,6,5,8,5,8,5,12,6,1,13,No,7,9,12,Active,,,,
2024/IT/2309,2024/Finance/2303,HR,Manager,11,2021-10-23,2022-01-16,2022-03-16,79881,5002,Basic,2024/HR/0538,46,2,Bachelor,None,5,4,38,4,12,7,3,3,6,8,3,4,9,6,10,10,8,90,Yes,6,9,Yes,Fax,No,Long-term,In Progress,Agency,27,2,5007,2021-10-23,Project-43,Research,Medium,Simple,Developer,Successful,7,5,Medium,High,Not Started,1,Incomplete,2024/HR/1334,Project C,7,Converted,Learning Outcome A,Mid-Senior,6,3,Yes,No,Not Started,984,None,Basic,1533,None,5124,2912,In Progress,74,1089,81,Inactive,Active,No,5,Standard,4,6,Leadership Training,7,9,8,9,9,8,4,6,9,12,Yes,6,8,11,Inactive,,,,
2024/Finance/2310,2024/HR/0751,HR,Consultant,9,2020-06-22,2020-10-20,2020-12-10,79880,5050,Basic,2024/HR/0538,57,0,Bachelor,CFA,7,3,42,4,8,3,3,3,7,6,7,7,12,11,9,4,7,86,No,12,12,Yes,Direct Visit,Yes,Short-term,Achieved,Job Board,22,8,4992,2020-06-22,Project-57,Consulting,Large,Simple,Developer,Successful,11,5,Medium,Medium,Complete,2,Completed,2024/Finance/1061,Project B,10,Not Converted,Learning Outcome B,Junior,12,4,No,No,Achieved,1019,Award,Premium,1454,Stock Options,5032,2972,Not Certified,82,1003,79,Active,Active,No,9,Basic,3,11,Leadership Training,9,11,6,7,7,7,3,10,8,11,No,7,7,10,Inactive,,,,
2024/Sales/2311,2024/Finance/0491,Finance,Manager,10,2023-09-28,2024-03-05,2024-05-31,79672,4928,Basic,2024/HR/0538,52,1,Bachelor,PMP,5,3,44,3,6,4,2,1,10,9,8,9,12,8,6,9,5,73,Yes,4,6,Yes,Direct Visit,Yes,Long-term,Achieved,Job Board,39,6,4965,2023-09-28,Project-51,Development,Small,Complex,Manager,Successful,5,11,High,High,Not Started,4,Completed,2024/HR/1486,Project B,8,Not Converted,Learning Outcome B,Junior,9,9,No,Yes,Not Started,1001,Recognition,Standard,1466,None,4964,2959,Not Certified,82,986,68,Inactive,Inactive,No,5,Standard,3,12,Leadership Training,7,6,7,12,8,9,9,13,7,9,No,11,10,9,Inactive,,,,
2024/HR/2312,2024/HR/1915,HR,Analyst,8,2018-11-22,2019-01-24,2019-04-17,80470,5020,Advanced,2024/Marketing/0900,44,0,Bachelor,None,7,2,41,3,8,3,1,0,7,8,6,4,7,10,8,9,9,74,No,5,2,No,Email,No,Medium-term,Achieved,Job Board,29,6,5074,2018-11-22,Project-43,Development,Medium,Moderate,Analyst,Successful,10,4,Low,Low,Complete,5,Completed,2024/Finance/0548,Project A,8,Not Converted,Learning Outcome B,Mid-Senior,9,8,Yes,Yes,Achieved,1009,None,Standard,1515,None,5037,2987,Certified,87,964,77,Inactive,Active,Yes,7,Basic,2,6,Leadership Training,8,10,9,3,9,9,11,8,6,5,Yes,6,8,7,Active,,,,
2024/IT/2313,2024/IT/1888,Finance,Consultant,8,2023-04-20,2023-06-11,2023-09-07,80468,5023,Basic,2024/HR/0905,58,1,Bachelor,PMP,5,5,41,2,7,8,2,2,6,7,7,10,6,8,6,11,8,72,Yes,6,4,No,Email,Yes,Medium-term,In Progress,Internal,30,3,5067,2023-04-20,Project-97,Research,Small,Moderate,Developer,Failed,6,4,Medium,Medium,Not Started,2,Incomplete,2024/Marketing/1217,Project A,2,Not Converted,Learning Outcome A,Senior,8,10,No,Yes,Not Started,970,None,Standard,1441,None,5012,2985,In Progress,89,1037,79,Active,Inactive,Yes,13,Standard,3,7,Leadership Training,7,10,8,6,5,9,6,10,14,3,Yes,12,8,10,Active,,,,
2024/HR/2314,2024/Marketing/1584,Marketing,Consultant,6,2024-05-07,2024-09-20,2024-11-08,80278,4915,Advanced,2024/Sales/2197,54,0,PhD,None,3,4,39,3,8,8,0,3,9,6,8,11,4,6,11,12,7,79,No,3,7,Yes,Direct Visit,Yes,Short-term,Achieved,Internal,27,6,5077,2024-05-07,Project-9,Research,Medium,Simple,Manager,Failed,6,9,Low,Medium,Complete,6,Completed,2024/Marketing/0578,Project C,5,Converted,Learning Outcome A,Associate,12,4,Yes,No,Not Started,971,Award,Standard,1475,None,5018,2986,Certified,87,1025,77,Inactive,Inactive,Yes,14,Premium,6,3,Leadership Training,4,7,15,3,9,9,7,8,7,8,Yes,7,11,7,Active,,,,
2024/IT/2315,2024/Sales/1583,IT,Manager,11,2023-10-23,2024-02-16,2024-04-21,80047,5048,Basic,2024/Sales/2197,58,1,PhD,None,8,4,37,0,5,4,2,5,6,7,8,8,10,4,7,9,9,88,No,9,5,Yes,Email,Yes,Long-term,In Progress,Internal,38,6,4954,2023-10-23,Project-7,Consulting,Large,Complex,Developer,In Progress,6,3,Medium,High,Partial,3,Incomplete,2024/HR/1804,Project B,3,Not Converted,Learning Outcome C,Junior,6,1,No,Yes,In Progress,1063,None,Premium,1491,Stock Options,4917,3066,Certified,82,959,78,Active,Active,Yes,9,Basic,9,6,None,11,6,3,10,12,5,11,10,6,9,Yes,8,9,8,Inactive,,,,
2024/IT/2316,2024/IT/0278,Marketing,Manager,10,2022-03-08,2022-03-08,2022-06-04,80165,5042,Basic,2024/IT/1256,55,2,Master,None,6,4,42,2,3,3,2,5,3,8,10,16,9,8,7,4,6,76,No,12,8,Yes,Phone,Yes,Long-term,In Progress,Referral,29,3,4914,2022-03-08,Project-7,Consulting,Medium,Simple,Analyst,Failed,13,7,High,Medium,Partial,4,Completed,2024/Marketing/0961,Project A,7,Converted,Learning Outcome C,Mid-Senior,6,10,No,No,Not Started,1061,Recognition,Basic,1441,None,5044,2999,In Progress,80,1053,64,Inactive,Inactive,Yes,11,Standard,2,11,None,6,7,5,7,3,8,7,13,8,6,No,10,10,10,Active,,,,
2024/IT/2317,2024/IT/1534,HR,Manager,12,2021-02-05,2021-08-04,2021-09-26,79574,4953,Basic,2024/Marketing/1302,50,0,PhD,None,3,4,43,1,8,5,1,4,7,7,5,7,4,11,8,8,6,93,No,9,6,Yes,Email,No,Short-term,In Progress,Agency,31,6,5029,2021-02-05,Project-94,Development,Large,Simple,Analyst,Successful,9,5,Medium,High,Not Started,6,Incomplete,2024/Marketing/2072,Project B,3,Converted,Learning Outcome B,Senior,11,4,No,No,Not Started,1019,None,Basic,1474,Stock Options,4958,2966,Not Certified,75,1027,78,Active,Active,No,12,Premium,5,12,Leadership Training,10,5,11,8,6,9,9,13,6,8,No,7,6,9,Active,,,,
2024/IT/2318,2024/Marketing/1793,Sales,Consultant,8,2023-01-17,2023-04-12,2023-06-26,80220,5017,Basic,2024/HR/2298,40,0,PhD,PMP,9,1,44,3,8,7,3,2,6,8,7,10,11,9,9,8,10,70,No,9,8,No,Email,No,Long-term,In Progress,Referral,26,5,5093,2023-01-17,Project-99,Research,Small,Complex,Developer,Successful,5,0,High,Low,Complete,4,Incomplete,2024/Finance/2093,Project C,6,Not Converted,Learning Outcome C,Senior,5,3,No,No,Not Started,1062,None,Standard,1508,Stock Options,4917,3042,Certified,84,1030,88,Active,Active,No,4,Premium,4,5,None,7,11,10,14,9,12,7,10,9,8,No,6,9,6,Active,,,,
2024/Sales/2319,2024/HR/0193,Sales,Manager,5,2023-08-20,2023-10-26,2023-12-15,79807,5171,Advanced,2024/Sales/1468,46,1,PhD,None,5,3,45,2,9,6,4,2,7,12,3,8,7,6,6,8,9,87,Yes,6,4,Yes,Email,Yes,Medium-term,Not Started,Agency,23,3,4979,2023-08-20,Project-61,Development,Small,Simple,Manager,Successful,3,8,Low,Medium,Partial,6,Incomplete,2024/IT/1617,Project B,10,Not Converted,Learning Outcome C,Senior,9,7,Yes,No,In Progress,988,Recognition,Premium,1471,None,4974,2972,Not Certified,86,989,69,Active,Inactive,No,9,Basic,4,6,None,5,8,10,10,6,6,5,4,5,15,Yes,8,14,5,Active,,,,
2024/Finance/2320,2024/Finance/0381,IT,Analyst,6,2020-05-02,2020-06-02,2020-07-30,79948,5033,None,2024/Finance/1489,47,1,Bachelor,CFA,3,2,44,0,9,7,1,1,9,9,5,11,5,7,7,6,7,73,No,8,8,Yes,Direct Visit,No,Medium-term,Not Started,Referral,31,4,5031,2020-05-02,Project-54,Development,Medium,Complex,Analyst,Failed,6,5,Low,Medium,Complete,1,Incomplete,2024/Marketing/0065,Project C,6,Not Converted,Learning Outcome A,Senior,10,7,No,Yes,Achieved,998,Award,Premium,1502,Stock Options,5055,3060,In Progress,71,981,82,Inactive,Inactive,No,1,Premium,7,9,None,14,9,9,6,11,6,13,4,5,4,No,13,8,7,Inactive,,,,
2024/Finance/2321,2024/IT/0716,Sales,Consultant,13,2020-05-29,2020-07-11,2020-09-12,79837,5098,None,2024/Finance/1370,49,1,Bachelor,Google Cloud,8,1,36,5,12,5,5,4,9,12,10,2,10,4,8,7,10,68,No,12,7,No,Direct Visit,Yes,Short-term,In Progress,Internal,30,7,4847,2020-05-29,Project-63,Consulting,Medium,Simple,Manager,Failed,7,5,Low,High,Not Started,3,Completed,2024/Finance/0179,Project C,8,Not Converted,Learning Outcome B,Mid-Senior,6,7,No,Yes,Achieved,989,Recognition,Standard,1497,Stock Options,4958,3152,In Progress,78,999,72,Active,Active,No,10,Standard,7,5,None,11,11,9,7,10,8,8,13,9,7,No,12,8,9,Inactive,,,,
2024/Marketing/2322,2024/Sales/1082,HR,Developer,12,2021-10-23,2021-12-18,2022-02-25,80029,5078,None,2024/Marketing/0896,53,1,Bachelor,None,4,6,45,4,8,2,4,3,9,12,6,9,11,1,9,10,7,83,No,6,4,No,Email,Yes,Medium-term,Achieved,Referral,34,3,5047,2021-10-23,Project-82,Development,Large,Moderate,Analyst,In Progress,2,8,Medium,Medium,Partial,4,Incomplete,2024/HR/0060,Project B,6,Converted,Learning Outcome C,Mid-Senior,6,5,Yes,Yes,In Progress,908,Recognition,Basic,1481,Stock Options,4919,3001,Certified,84,1006,84,Inactive,Inactive,Yes,11,Premium,8,11,Leadership Training,11,14,16,5,7,5,9,3,4,7,Yes,10,9,15,Active,,,,
2024/Sales/2323,2024/Sales/0021,IT,Developer,14,2023-11-09,2024-01-24,2024-04-23,80395,5062,Advanced,2024/Marketing/0896,39,0,PhD,AWS,4,3,42,4,5,1,1,0,9,11,14,10,12,8,7,8,4,82,No,7,5,Yes,Email,No,Medium-term,In Progress,Internal,33,5,5042,2023-11-09,Project-34,Consulting,Small,Complex,Analyst,Failed,8,4,High,Low,Not Started,1,Completed,2024/IT/1870,Project C,7,Not Converted,Learning Outcome A,Junior,14,4,Yes,No,Not Started,948,Recognition,Standard,1433,Stock Options,4974,3075,In Progress,89,1029,75,Active,Inactive,Yes,5,Standard,7,9,None,9,4,2,13,8,13,10,10,8,7,No,7,9,9,Active,,,,
2024/Marketing/2324,2024/Finance/1930,HR,Analyst,8,2023-12-08,2024-05-09,2024-06-09,79857,5089,Advanced,2024/Sales/0251,50,0,Master,AWS,6,2,42,3,7,1,2,1,7,13,7,7,3,4,7,5,9,90,Yes,10,2,No,Direct Visit,No,Long-term,In Progress,Referral,21,4,5017,2023-12-08,Project-17,Consulting,Small,Simple,Manager,Failed,7,8,Medium,High,Partial,3,Completed,2024/IT/2048,Project B,6,Not Converted,Learning Outcome B,Mid-Senior,8,8,Yes,Yes,Not Started,1000,Recognition,Basic,1482,Stock Options,5055,2981,Not Certified,77,985,68,Active,Active,No,11,Premium,6,11,None,7,12,8,9,8,6,5,6,11,8,Yes,7,6,6,Inactive,,,,
2024/Finance/2325,2024/HR/1009,Sales,Consultant,12,2020-10-22,2021-01-29,2021-03-20,80006,5059,Advanced,2024/Marketing/0167,39,2,Master,PMP,4,0,45,5,5,8,1,0,9,8,11,5,10,5,9,10,11,70,No,4,7,No,Fax,Yes,Short-term,Not Started,Referral,25,2,5025,2020-10-22,Project-57,Consulting,Small,Moderate,Analyst,Failed,10,7,High,Medium,Not Started,1,Incomplete,2024/Sales/1135,Project A,8,Not Converted,Learning Outcome B,Associate,9,10,No,No,Not Started,985,None,Premium,1452,None,5013,2961,Not Certified,75,949,78,Inactive,Active,Yes,8,Basic,6,8,None,10,4,8,6,9,15,12,10,9,6,Yes,14,12,9,Inactive,,,,
2024/Marketing/2326,2024/HR/2286,Marketing,Analyst,12,2019-06-03,2019-11-05,2020-02-03,80230,4989,Basic,2024/Marketing/0167,52,1,Bachelor,PMP,2,4,37,3,5,10,2,5,10,9,6,11,15,7,6,7,7,67,No,9,5,No,Phone,No,Medium-term,Achieved,Agency,24,0,4970,2019-06-03,Project-48,Research,Large,Simple,Analyst,Failed,5,9,High,Medium,Not Started,6,Incomplete,2024/Sales/2212,Project B,7,Converted,Learning Outcome C,Junior,7,6,No,Yes,Not Started,1011,None,Premium,1449,Stock Options,5006,2928,In Progress,73,990,74,Active,Active,No,7,Basic,4,6,None,6,7,10,7,10,9,12,9,9,6,Yes,7,3,9,Active,,,,
2024/Marketing/2327,2024/Marketing/0200,HR,Developer,5,2018-09-19,2019-01-15,2019-03-01,79739,5070,Advanced,2024/Finance/0872,57,1,Bachelor,CFA,9,3,39,0,8,3,3,0,6,6,5,6,7,12,6,4,13,84,Yes,4,3,Yes,Fax,Yes,Medium-term,Not Started,Job Board,32,4,5003,2018-09-19,Project-100,Research,Small,Moderate,Developer,In Progress,3,7,Low,Low,Not Started,6,Completed,2024/HR/1137,Project A,6,Converted,Learning Outcome B,Associate,8,1,Yes,No,Not Started,1070,None,Standard,1488,Stock Options,4953,3089,In Progress,79,939,67,Inactive,Active,No,10,Basic,7,9,None,5,6,5,8,8,10,13,9,8,15,No,8,3,4,Inactive,,,,
2024/Finance/2328,2024/Finance/1906,Sales,Analyst,8,2024-01-07,2024-03-27,2024-06-25,79789,5026,Advanced,2024/Finance/0872,50,0,PhD,None,2,1,43,3,9,0,1,3,4,7,12,7,7,10,4,8,7,76,No,6,7,No,Direct Visit,Yes,Short-term,Not Started,Internal,24,5,4953,2024-01-07,Project-63,Consulting,Large,Moderate,Manager,Failed,5,10,High,High,Partial,3,Incomplete,2024/IT/0138,Project A,7,Not Converted,Learning Outcome C,Junior,10,10,No,No,Achieved,970,None,Premium,1450,None,5001,3030,Not Certified,85,1006,71,Inactive,Active,No,7,Premium,7,6,Leadership Training,10,4,5,5,10,14,8,6,8,12,Yes,11,7,8,Inactive,,,,
2024/Marketing/2329,2024/Marketing/1667,HR,Developer,9,2020-10-02,2021-03-23,2021-04-22,79610,5068,None,2024/HR/0604,48,2,PhD,Google Cloud,5,4,40,2,16,9,1,3,11,13,11,2,10,7,9,8,9,69,Yes,9,9,No,Direct Visit,Yes,Medium-term,Not Started,Internal,32,3,4959,2020-10-02,Project-91,Research,Medium,Simple,Manager,Successful,9,4,Medium,High,Partial,2,Incomplete,2024/Marketing/0255,Project B,7,Converted,Learning Outcome B,Associate,8,9,No,Yes,Achieved,954,Award,Standard,1553,Stock Options,5034,3042,Certified,69,1041,81,Active,Inactive,No,11,Premium,4,7,None,5,5,7,10,7,12,7,6,12,5,Yes,7,8,8,Inactive,,,,
2024/Sales/2330,2024/HR/0498,HR,Manager,16,2020-02-26,2020-05-15,2020-06-29,79888,5093,None,2024/HR/0604,54,2,PhD,None,6,3,41,1,5,6,4,2,4,7,15,9,7,5,4,6,7,75,Yes,8,3,Yes,Phone,No,Long-term,Achieved,Job Board,32,2,4903,2020-02-26,Project-31,Consulting,Large,Simple,Manager,In Progress,11,7,Medium,Medium,Complete,2,Incomplete,2024/Marketing/1269,Project C,4,Converted,Learning Outcome A,Junior,2,1,No,No,In Progress,1025,Recognition,Standard,1492,Stock Options,4872,2929,In Progress,94,1057,85,Active,Inactive,No,7,Premium,7,10,None,10,6,11,11,10,10,5,9,5,13,No,15,7,6,Inactive,,,,
2024/HR/2331,2024/Marketing/1769,Marketing,Manager,7,2021-09-18,2021-10-20,2021-12-19,80347,5013,None,2024/Marketing/0629,55,0,Bachelor,Google Cloud,2,3,44,5,5,5,4,0,7,10,7,7,5,8,9,6,10,72,Yes,6,6,Yes,Phone,No,Medium-term,Not Started,Agency,27,2,4978,2021-09-18,Project-40,Research,Medium,Simple,Developer,Successful,5,12,High,Low,Partial,1,Incomplete,2024/Marketing/2218,Project A,4,Not Converted,Learning Outcome C,Mid-Senior,8,2,No,Yes,In Progress,1046,None,Standard,1516,None,4911,3012,Not Certified,86,987,65,Inactive,Active,Yes,8,Standard,3,7,Leadership Training,9,7,7,10,8,6,11,9,13,7,Yes,7,3,6,Active,,,,
